fishery_name,fishery_id,mu_name,run_year,n_expanded,n_observed
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1993,26.03,9
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1994,13.3,5
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1995,83.65,36
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1996,21.240000000000002,12
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1997,1.9,1
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1998,29.060000000000002,12
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,1999,5.12,2
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2000,9.4,7
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2005,4.46,1
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2008,3.07,1
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2010,4.4,2
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2015,2.9699999999999998,2
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2016,2.44,1
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2017,1.95,1
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2021,1.81,1
SW AK  Trl,194,Strait of Georgia Vancouver Isl.,2022,3.75,2
SW AK  Trl,194,Strait of Juan de Fuca,1986,5.12,2
SW AK  Trl,194,Strait of Juan de Fuca,1989,3.7,1
SW AK  Trl,194,Strait of Juan de Fuca,1992,6.34,2
SW AK  Trl,194,Strait of Juan de Fuca,1996,10.040000000000001,5
SW AK  Trl,194,Strait of Juan de Fuca,1998,3.18,1
SW AK  Trl,194,Strait of Juan de Fuca,1999,2.56,1
SW AK  Trl,194,Strait of Juan de Fuca,2001,3.46,2
SW AK  Trl,194,Strait of Juan de Fuca,2004,4.48,2
SW AK  Trl,194,Strait of Juan de Fuca,2010,6.6000000000000005,3
SW AK  Trl,194,Strait of Juan de Fuca,2019,2.06,1
SW AK  Trl,194,Strait of Juan de Fuca,2022,4.71,3
SW AK  Trl,194,Strait of Juan de Fuca,2023,1.77,1
SW VI  Net,181,Grays Harbor,1988,6.380000000000001,4
SW VI  Net,181,Grays Harbor,1989,8,2
SW VI  Net,181,Grays Harbor,1991,39.25,13
SW VI  Net,181,Grays Harbor,1992,6.56,5
SW VI  Net,181,Grays Harbor,1993,2.4,2
SW VI  Net,181,Hoh,1988,5.2700000000000005,3
SW VI  Net,181,Hood Canal,1986,2.33,1
SW VI  Net,181,Hood Canal,1987,4.26,1
SW VI  Net,181,Hood Canal,1988,4.9,4
SW VI  Net,181,Hood Canal,1989,102.67,25
SW VI  Net,181,Hood Canal,1990,12.54,3
SW VI  Net,181,Hood Canal,1992,17.09,9
SW VI  Net,181,Hood Canal,1993,4.01,2
SW VI  Net,181,Hood Canal,1994,13.19,6
SW VI  Net,181,Hood Canal,1995,1.42,1
SW VI  Net,181,Interior Fraser,1986,2.33,1
SW VI  Net,181,Interior Fraser,1988,9.850000000000001,8
SW VI  Net,181,Interior Fraser,1989,68,17
SW VI  Net,181,Interior Fraser,1992,5.06,4
SW VI  Net,181,Interior Fraser,1994,9.620000000000001,4
SW VI  Net,181,Lower Fraser,1986,2.33,2
SW VI  Net,181,Lower Fraser,1987,27.83,7
SW VI  Net,181,Lower Fraser,1988,48.31,34
SW VI  Net,181,Lower Fraser,1989,198.9,52
SW VI  Net,181,Lower Fraser,1990,5.26,1
SW VI  Net,181,Lower Fraser,1991,3.95,3
SW VI  Net,181,Lower Fraser,1992,23.65,20
SW VI  Net,181,Lower Fraser,1993,2.4,2
SW VI  Net,181,Lower Fraser,1994,11.26,5
SW VI  Net,181,Queets,1988,4.76,3
SW VI  Net,181,Queets,1993,1.2,1
SW VI  Net,181,Quillayute,1986,3.99,1
SW VI  Net,181,Quillayute,1988,7.3500000000000005,4
SW VI  Net,181,Quillayute,1989,4,1
SW VI  Net,181,Quillayute,1991,3.83,1
SW VI  Net,181,Quillayute,1992,1.46,1
SW VI  Net,181,Quillayute,1995,1.42,1
SW VI  Net,181,Skagit,1986,13.8,4
SW VI  Net,181,Skagit,1987,5.72,1
SW VI  Net,181,Skagit,1988,24.310000000000002,15
SW VI  Net,181,Skagit,1989,186.45,47
SW VI  Net,181,Skagit,1990,5.26,1
SW VI  Net,181,Skagit,1992,13.52,11
SW VI  Net,181,Skagit,1993,1.2,1
SW VI  Net,181,Skagit,1994,24.16,9
SW VI  Net,181,Snohomish,1986,3.99,1
SW VI  Net,181,Snohomish,1987,7.369999999999999,2
SW VI  Net,181,Snohomish,1988,25.57,7
SW VI  Net,181,Snohomish,1989,192.9,49
SW VI  Net,181,Snohomish,1992,18.77,14
SW VI  Net,181,Snohomish,1994,13.19,6
SW VI  Net,181,Stillaguamish,1988,8.46,5
SW VI  Net,181,Stillaguamish,1989,20,5
SW VI  Net,181,Strait of Georgia Mainland,1986,29.72,8
SW VI  Net,181,Strait of Georgia Mainland,1987,7.369999999999999,2
SW VI  Net,181,Strait of Georgia Mainland,1988,2.22,2
SW VI  Net,181,Strait of Georgia Mainland,1989,19.08,5
SW VI  Net,181,Strait of Georgia Mainland,1991,5.23,2
SW VI  Net,181,Strait of Georgia Mainland,1992,6.93,5
SW VI  Net,181,Strait of Georgia Mainland,1993,5.33,3
SW VI  Net,181,Strait of Georgia Mainland,1994,21.71,13
SW VI  Net,181,Strait of Georgia Mainland,1995,1.04,1
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1986,2.33,1
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1988,24.040000000000003,16
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1989,78.02,20
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1990,5.26,1
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1991,26.84,16
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1992,18.73,15
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1993,2.4,2
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1994,22.32,10
SW VI  Net,181,Strait of Georgia Vancouver Isl.,1995,2.84,2
SW VI  Net,181,Strait of Juan de Fuca,1988,2.1900000000000004,2
SW VI  Net,181,Strait of Juan de Fuca,1989,163.6,44
SW VI  Net,181,Strait of Juan de Fuca,1990,3.64,1
SW VI  Net,181,Strait of Juan de Fuca,1992,18.509999999999998,14
SW VI  Net,181,Strait of Juan de Fuca,1993,1.2,1
SW VI  Trl,175,Grays Harbor,1986,2875.99,627
SW VI  Trl,175,Grays Harbor,1987,372.75,82
SW VI  Trl,175,Grays Harbor,1988,1172.11,244
SW VI  Trl,175,Grays Harbor,1989,1572.9099999999999,265
SW VI  Trl,175,Grays Harbor,1990,431.23,62
SW VI  Trl,175,Grays Harbor,1991,2357.94,479
SW VI  Trl,175,Grays Harbor,1992,623.66,169
SW VI  Trl,175,Grays Harbor,1993,1451.33,276
SW VI  Trl,175,Grays Harbor,1994,71.61,20
SW VI  Trl,175,Grays Harbor,1995,875.21,155
SW VI  Trl,175,Grays Harbor,1996,530.49,169
SW VI  Trl,175,Grays Harbor,2005,24.95,1
SW VI  Trl,175,Grays Harbor,2012,2.79,1
SW VI  Trl,175,Grays Harbor,2014,42.39,9
SW VI  Trl,175,Hoh,1986,145.4,37
SW VI  Trl,175,Hoh,1987,77.37,15
SW VI  Trl,175,Hoh,1988,503.74,102
SW VI  Trl,175,Hoh,1989,352.63,60
SW VI  Trl,175,Hoh,1990,189.09,30
SW VI  Trl,175,Hoh,1991,80.33,19
SW VI  Trl,175,Hoh,1992,248.56,69
SW VI  Trl,175,Hood Canal,1986,4183.01,806
SW VI  Trl,175,Hood Canal,1987,4574.31,957
SW VI  Trl,175,Hood Canal,1988,636.42,127
SW VI  Trl,175,Hood Canal,1989,1888.25,308
SW VI  Trl,175,Hood Canal,1990,4229.9,708
SW VI  Trl,175,Hood Canal,1991,3808.66,858
SW VI  Trl,175,Hood Canal,1992,2270.66,589
SW VI  Trl,175,Hood Canal,1993,2499.1,545
SW VI  Trl,175,Hood Canal,1994,3426.29,811
SW VI  Trl,175,Hood Canal,1995,2288.57,404
SW VI  Trl,175,Hood Canal,1996,1390.55,356
SW VI  Trl,175,Hood Canal,2020,,1
SW VI  Trl,175,Interior Fraser,1986,494.49,98
SW VI  Trl,175,Interior Fraser,1987,1526.16,335
SW VI  Trl,175,Interior Fraser,1988,3279.73,662
SW VI  Trl,175,Interior Fraser,1989,2736.39,441
SW VI  Trl,175,Interior Fraser,1990,2653.22,422
SW VI  Trl,175,Interior Fraser,1991,2692.39,633
SW VI  Trl,175,Interior Fraser,1992,1934.29,502
SW VI  Trl,175,Interior Fraser,1993,877.9399999999999,175
SW VI  Trl,175,Interior Fraser,1994,1663.02,379
SW VI  Trl,175,Interior Fraser,1995,763.03,137
SW VI  Trl,175,Interior Fraser,1996,1014.87,285
SW VI  Trl,175,Interior Fraser,2014,4.71,1
SW VI  Trl,175,Interior Fraser,2015,3.81,1
SW VI  Trl,175,Lower Fraser,1986,4647.8,937
SW VI  Trl,175,Lower Fraser,1987,5555.01,1113
SW VI  Trl,175,Lower Fraser,1988,2289.25,459
SW VI  Trl,175,Lower Fraser,1989,3788.8599999999997,620
SW VI  Trl,175,Lower Fraser,1990,2380.54,399
SW VI  Trl,175,Lower Fraser,1991,4295.58,971
SW VI  Trl,175,Lower Fraser,1992,1297.28,343
SW VI  Trl,175,Lower Fraser,1993,724.31,149
SW VI  Trl,175,Lower Fraser,1994,4527.88,1002
SW VI  Trl,175,Lower Fraser,1995,3727.14,674
SW VI  Trl,175,Lower Fraser,1996,3370.12,960
SW VI  Trl,175,Lower Fraser,2007,5.28,1
SW VI  Trl,175,Lower Fraser,2012,11.16,4
SW VI  Trl,175,Lower Fraser,2013,3.93,1
SW VI  Trl,175,Lower Fraser,2014,23.55,6
SW VI  Trl,175,Lower Fraser,2015,7.62,2
SW VI  Trl,175,Lower Fraser,2016,2.33,1
SW VI  Trl,175,Lower Fraser,2017,3.53,1
SW VI  Trl,175,Queets,1986,715.76,144
SW VI  Trl,175,Queets,1987,462.3,112
SW VI  Trl,175,Queets,1988,1393.02,280
SW VI  Trl,175,Queets,1989,921.62,151
SW VI  Trl,175,Queets,1990,1489.09,218
SW VI  Trl,175,Queets,1991,780.61,166
SW VI  Trl,175,Queets,1992,397.23,100
SW VI  Trl,175,Queets,1993,928.95,192
SW VI  Trl,175,Queets,1994,109.21,31
SW VI  Trl,175,Queets,1995,535.36,96
SW VI  Trl,175,Queets,1996,662.97,200
SW VI  Trl,175,Queets,2005,28.169999999999998,2
SW VI  Trl,175,Queets,2021,1,1
SW VI  Trl,175,Quillayute,1986,1081.84,210
SW VI  Trl,175,Quillayute,1987,377.44,86
SW VI  Trl,175,Quillayute,1988,744.81,149
SW VI  Trl,175,Quillayute,1989,1277.25,208
SW VI  Trl,175,Quillayute,1990,124.57,19
SW VI  Trl,175,Quillayute,1991,860.65,165
SW VI  Trl,175,Quillayute,1992,96.22,24
SW VI  Trl,175,Quillayute,1993,281.01,55
SW VI  Trl,175,Quillayute,1994,171.75,48
SW VI  Trl,175,Quillayute,1995,360.31,65
SW VI  Trl,175,Quillayute,1996,384.3,123
SW VI  Trl,175,Quillayute,2005,31.39,4
SW VI  Trl,175,Quillayute,2006,4.05,1
SW VI  Trl,175,Quillayute,2008,,2
SW VI  Trl,175,Quillayute,2010,5.83,1
SW VI  Trl,175,Quillayute,2014,37.68,8
SW VI  Trl,175,Quillayute,2015,3.81,1
SW VI  Trl,175,Skagit,1986,4365.73,892
SW VI  Trl,175,Skagit,1987,5814.24,1234
SW VI  Trl,175,Skagit,1988,4291.89,862
SW VI  Trl,175,Skagit,1989,3940.19,646
SW VI  Trl,175,Skagit,1990,3446.0499999999997,542
SW VI  Trl,175,Skagit,1991,1809.33,421
SW VI  Trl,175,Skagit,1992,1613.98,428
SW VI  Trl,175,Skagit,1993,1119.4,228
SW VI  Trl,175,Skagit,1994,4295.9,992
SW VI  Trl,175,Skagit,1995,823.88,147
SW VI  Trl,175,Skagit,1996,1220,355
SW VI  Trl,175,Skagit,2003,,1
SW VI  Trl,175,Skagit,2012,2.79,1
SW VI  Trl,175,Skagit,2014,,1
SW VI  Trl,175,Snohomish,1986,3762.45,759
SW VI  Trl,175,Snohomish,1987,6975.44,1445
SW VI  Trl,175,Snohomish,1988,2714.7,546
SW VI  Trl,175,Snohomish,1989,2957.0899999999997,480
SW VI  Trl,175,Snohomish,1990,3909.39,642
SW VI  Trl,175,Snohomish,1991,3353.0299999999997,782
SW VI  Trl,175,Snohomish,1992,3693.15,951
SW VI  Trl,175,Snohomish,1993,1133.71,228
SW VI  Trl,175,Snohomish,1994,2964.28,690
SW VI  Trl,175,Snohomish,1995,2029.59,365
SW VI  Trl,175,Snohomish,1996,1318.42,371
SW VI  Trl,175,Snohomish,2000,,1
SW VI  Trl,175,Snohomish,2006,4.05,1
SW VI  Trl,175,Snohomish,2012,2.79,1
SW VI  Trl,175,Snohomish,2014,32.97,12
SW VI  Trl,175,Snohomish,2015,7.62,2
SW VI  Trl,175,Stillaguamish,1987,551.96,109
SW VI  Trl,175,Stillaguamish,1988,994.42,201
SW VI  Trl,175,Stillaguamish,1989,612.01,99
SW VI  Trl,175,Stillaguamish,1990,944.43,152
SW VI  Trl,175,Stillaguamish,1994,270.91,64
SW VI  Trl,175,Stillaguamish,1996,77.89,24
SW VI  Trl,175,Stillaguamish,2012,2.79,1
SW VI  Trl,175,Stillaguamish,2014,14.129999999999999,4
SW VI  Trl,175,Stillaguamish,2017,3.53,1
SW VI  Trl,175,Strait of Georgia Mainland,1986,1591.1799999999998,330
SW VI  Trl,175,Strait of Georgia Mainland,1987,2528.14,511
SW VI  Trl,175,Strait of Georgia Mainland,1988,615.5699999999999,124
SW VI  Trl,175,Strait of Georgia Mainland,1989,1630.37,270
SW VI  Trl,175,Strait of Georgia Mainland,1990,735.3299999999999,123
SW VI  Trl,175,Strait of Georgia Mainland,1991,1830.04,447
SW VI  Trl,175,Strait of Georgia Mainland,1992,683.9,177
SW VI  Trl,175,Strait of Georgia Mainland,1993,306.23,68
SW VI  Trl,175,Strait of Georgia Mainland,1994,1297.48,286
SW VI  Trl,175,Strait of Georgia Mainland,1995,2237.92,395
SW VI  Trl,175,Strait of Georgia Mainland,1996,478.3,133
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1986,1214.43,230
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1987,852.72,164
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1988,1193.82,237
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1989,1742.99,278
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1990,1028.8799999999999,168
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1991,3897.27,924
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1992,803.71,209
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1993,242.73,53
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1994,3194.88,742
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1995,1914.03,338
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,1996,1018.6899999999999,287
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,2009,,1
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,2014,9.42,3
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,2015,3.81,1
SW VI  Trl,175,Strait of Georgia Vancouver Isl.,2017,7.06,2
SW VI  Trl,175,Strait of Juan de Fuca,1986,1293.06,251
SW VI  Trl,175,Strait of Juan de Fuca,1987,160.38,30
SW VI  Trl,175,Strait of Juan de Fuca,1988,211.20999999999998,43
SW VI  Trl,175,Strait of Juan de Fuca,1989,2859.08,463
SW VI  Trl,175,Strait of Juan de Fuca,1990,814.28,135
SW VI  Trl,175,Strait of Juan de Fuca,1991,364.02,85
SW VI  Trl,175,Strait of Juan de Fuca,1992,571.88,147
SW VI  Trl,175,Strait of Juan de Fuca,1993,82.08,19
SW VI  Trl,175,Strait of Juan de Fuca,1994,250.85,56
SW VI  Trl,175,Strait of Juan de Fuca,1995,692.93,120
SW VI  Trl,175,Strait of Juan de Fuca,1996,653.17,179
SW VI  Trl,175,Strait of Juan de Fuca,2005,6.44,2
SW VI  Trl,175,Strait of Juan de Fuca,2012,2.79,1
SW VI  Trl,175,Strait of Juan de Fuca,2021,1,1
Samh R Spt,100,Quillayute,2019,0,1
Satsop Spt,61,Grays Harbor,1986,36,9
Satsop Spt,61,Grays Harbor,1987,8,2
Satsop Spt,61,Grays Harbor,1988,28,7
Satsop Spt,61,Grays Harbor,1989,12,4
Satsop Spt,61,Grays Harbor,1990,4,1
Satsop Spt,61,Grays Harbor,1991,8,2
Satsop Spt,61,Grays Harbor,1992,8,2
Satsop Spt,61,Grays Harbor,1993,8,2
Satsop Spt,61,Grays Harbor,1995,4,1
Satsop Spt,61,Grays Harbor,1996,8,2
Satsop Spt,61,Grays Harbor,2013,0,43
Satsop Spt,61,Grays Harbor,2022,19.14,6
Satsop Spt,61,Grays Harbor,2023,221.45999999999998,6
Skag R Net,103,Hood Canal,1988,1.82,1
Skag R Net,103,Hood Canal,2002,2.04,2
Skag R Net,103,Hood Canal,2003,4.01,2
Skag R Net,103,Hood Canal,2021,2.82,1
Skag R Net,103,Interior Fraser,2003,1.91,1
Skag R Net,103,Lower Fraser,1986,1.46,1
Skag R Net,103,Lower Fraser,1988,1.52,1
Skag R Net,103,Lower Fraser,2000,1.58,1
Skag R Net,103,Lower Fraser,2001,1.08,1
Skag R Net,103,Lower Fraser,2002,1.02,1
Skag R Net,103,Lower Fraser,2018,1.4,1
Skag R Net,103,Queets,1987,5.14,1
Skag R Net,103,Skagit,1986,3272.53,1719
Skag R Net,103,Skagit,1987,1013.68,317
Skag R Net,103,Skagit,1988,1998.1599999999999,1000
Skag R Net,103,Skagit,1989,418.21,169
Skag R Net,103,Skagit,1990,881.3199999999999,414
Skag R Net,103,Skagit,1991,68.8,33
Skag R Net,103,Skagit,1992,289.64,139
Skag R Net,103,Skagit,1993,42.25,31
Skag R Net,103,Skagit,1994,131.15,106
Skag R Net,103,Skagit,1995,85.86,61
Skag R Net,103,Skagit,1996,32.42,26
Skag R Net,103,Skagit,1997,43.07,21
Skag R Net,103,Skagit,1998,358.32,183
Skag R Net,103,Skagit,1999,256.08,152
Skag R Net,103,Skagit,2000,441.95,187
Skag R Net,103,Skagit,2001,214.72,176
Skag R Net,103,Skagit,2002,813.85,640
Skag R Net,103,Skagit,2003,2699.36,1837
Skag R Net,103,Skagit,2004,5735.06,1489
Skag R Net,103,Skagit,2005,2200.75,1049
Skag R Net,103,Skagit,2006,333.01,239
Skag R Net,103,Skagit,2007,562.86,461
Skag R Net,103,Skagit,2008,595.89,204
Skag R Net,103,Skagit,2009,756.59,325
Skag R Net,103,Skagit,2010,597.62,323
Skag R Net,103,Skagit,2011,1422.91,654
Skag R Net,103,Skagit,2012,841.85,411
Skag R Net,103,Skagit,2013,1596.94,488
Skag R Net,103,Skagit,2014,734,422
Skag R Net,103,Skagit,2015,150.85999999999999,95
Skag R Net,103,Skagit,2016,136.41,100
Skag R Net,103,Skagit,2017,76.42999999999999,77
Skag R Net,103,Skagit,2018,611.84,245
Skag R Net,103,Skagit,2019,172.95,117
Skag R Net,103,Skagit,2020,499.46999999999997,289
Skag R Net,103,Skagit,2021,1070.16,222
Skag R Net,103,Skagit,2022,870.96,241
Skag R Net,103,Skagit,2023,190.41,120
Skag R Net,103,Snohomish,1986,12.77,7
Skag R Net,103,Snohomish,1988,1.82,1
Skag R Net,103,Snohomish,1998,2.02,1
Skag R Net,103,Snohomish,2001,1.01,1
Skag R Net,103,Snohomish,2002,2.56,2
Skag R Net,103,Snohomish,2004,10.280000000000001,3
Skag R Net,103,Snohomish,2005,5.2,3
Skag R Net,103,Snohomish,2006,1.33,1
Skag R Net,103,Snohomish,2007,2.3,2
Skag R Net,103,Snohomish,2008,16.57,5
Skag R Net,103,Snohomish,2009,45.28,34
Skag R Net,103,Snohomish,2011,1.31,1
Skag R Net,103,Snohomish,2013,3.25,2
Skag R Net,103,Snohomish,2014,8.45,4
Skag R Net,103,Snohomish,2015,1,1
Skag R Net,103,Snohomish,2018,3.1799999999999997,2
Skag R Net,103,Stillaguamish,1987,6.73,1
Skag R Net,103,Stillaguamish,1988,11.54,4
Skag R Net,103,Stillaguamish,1990,5.13,3
Skag R Net,103,Stillaguamish,1999,1.36,1
Skag R Net,103,Stillaguamish,2013,7.71,4
Skag R Net,103,Stillaguamish,2014,8.870000000000001,4
Skag R Net,103,Stillaguamish,2015,1,1
Skag R Net,103,Stillaguamish,2017,1,1
Skag R Net,103,Stillaguamish,2021,8.4,1
Skag R Net,103,Stillaguamish,2023,6.17,1
Skag R Net,103,Strait of Georgia Mainland,1986,1.82,1
Skag R Net,103,Strait of Georgia Mainland,2000,1.48,1
Skag R Net,103,Strait of Georgia Mainland,2015,2.28,1
Skag R Net,103,Strait of Georgia Vancouver Isl.,2001,1.08,1
Skag R Net,103,Strait of Georgia Vancouver Isl.,2002,1.02,1
Skag R Net,103,Strait of Georgia Vancouver Isl.,2007,1.55,1
Skag R Net,103,Strait of Juan de Fuca,2008,2.46,1
Skag R Net,103,Strait of Juan de Fuca,2012,1.08,1
Skag R Net,103,Strait of Juan de Fuca,2022,4.21,1
Skag R Spt,108,Skagit,1988,4,1
Skag R Spt,108,Skagit,1990,8,2
Skag R Spt,108,Skagit,1992,4,1
Skag R Spt,108,Skagit,1997,4,1
Skag R Spt,108,Skagit,2000,0,1
Skag R Spt,108,Skagit,2007,0,66
Skag R Spt,108,Skagit,2008,0,24
Skag R Spt,108,Skagit,2009,,52
Skag R Spt,108,Skagit,2010,88.91999999999999,24
Skag R Spt,108,Skagit,2011,0,50
Skag R Spt,108,Skagit,2012,0,56
Skag R Spt,108,Skagit,2021,404.16,12
Skag R Spt,108,Skagit,2022,102,15
Skag R Spt,108,Skagit,2023,84.45,5
Skok R Net,161,Grays Harbor,2012,2.25,1
Skok R Net,161,Hood Canal,1986,390.15,83
Skok R Net,161,Hood Canal,1987,1188.89,630
Skok R Net,161,Hood Canal,1988,30.52,12
Skok R Net,161,Hood Canal,1989,238.14,91
Skok R Net,161,Hood Canal,1990,202.03,69
Skok R Net,161,Hood Canal,2001,6.3,3
Skok R Net,161,Hood Canal,2002,186.54,45
Skok R Net,161,Hood Canal,2003,372.02,26
Skok R Net,161,Hood Canal,2004,35.21,2
Skok R Net,161,Hood Canal,2005,237.4,37
Skok R Net,161,Hood Canal,2006,216.84,19
Skok R Net,161,Hood Canal,2007,24.05,4
Skok R Net,161,Hood Canal,2008,179.93,30
Skok R Net,161,Hood Canal,2009,934.39,235
Skok R Net,161,Hood Canal,2010,33.1,9
Skok R Net,161,Hood Canal,2011,16.419999999999998,3
Skok R Net,161,Hood Canal,2012,217.01,63
Skok R Net,161,Hood Canal,2013,242.35999999999999,87
Skok R Net,161,Hood Canal,2014,117.26,39
Skok R Net,161,Hood Canal,2015,12.24,4
Skok R Net,161,Hood Canal,2016,22.19,6
Skok R Net,161,Hood Canal,2017,266.74,102
Skok R Net,161,Hood Canal,2018,136.53,24
Skok R Net,161,Hood Canal,2019,15.510000000000002,5
Skok R Net,161,Hood Canal,2020,4.44,1
Skok R Net,161,Hood Canal,2021,19.049999999999997,7
Skok R Net,161,Hood Canal,2022,68.38,14
Skok R Net,161,Hood Canal,2023,10.37,1
Skok R Net,161,Interior Fraser,1989,4.8,1
Skok R Net,161,Snohomish,1987,1.78,1
Skok R Spt,166,Hood Canal,1989,4,1
Skok R Spt,166,Hood Canal,1990,4,1
Skok R Spt,166,Hood Canal,2000,38.26,2
Skok R Spt,166,Hood Canal,2001,29.8,3
Skok R Spt,166,Hood Canal,2002,159.25,44
Skok R Spt,166,Hood Canal,2003,42.29,12
Skok R Spt,166,Hood Canal,2004,12.97,2
Skok R Spt,166,Hood Canal,2005,76.14,18
Skok R Spt,166,Hood Canal,2007,77.76,12
Skok R Spt,166,Hood Canal,2008,,4
Skok R Spt,166,Hood Canal,2011,141.41,14
Skok R Spt,166,Hood Canal,2012,0,8
Skok R Spt,166,Hood Canal,2013,6.16,2
Snoh R Spt,117,Snohomish,1987,4,1
Snoh R Spt,117,Snohomish,1990,4,1
Snoh R Spt,117,Snohomish,1991,4,1
Snoh R Spt,117,Snohomish,1993,4,1
Snoh R Spt,117,Snohomish,1994,4,1
Snoh R Spt,117,Snohomish,1995,4,1
Snoh R Spt,117,Snohomish,2016,15.97,1
Snoh R Spt,117,Snohomish,2021,95.31,5
Snoh R Spt,117,Snohomish,2022,194.22,48
Snoh R Spt,117,Snohomish,2023,19.04,2
So Cal Trl,8,Quillayute,1988,8.75,1
SoC BC Trl,173,Grays Harbor,1986,648.84,136
SoC BC Trl,173,Grays Harbor,1987,40.44,10
SoC BC Trl,173,Grays Harbor,1988,104.36,32
SoC BC Trl,173,Grays Harbor,1989,201.95999999999998,48
SoC BC Trl,173,Grays Harbor,1990,21.82,6
SoC BC Trl,173,Grays Harbor,1991,201.76,104
SoC BC Trl,173,Grays Harbor,1992,97.56,30
SoC BC Trl,173,Grays Harbor,1993,18.48,6
SoC BC Trl,173,Grays Harbor,1994,2,2
SoC BC Trl,173,Grays Harbor,1995,4,4
SoC BC Trl,173,Hoh,1986,20.32,6
SoC BC Trl,173,Hoh,1988,16.86,6
SoC BC Trl,173,Hood Canal,1986,329.74,64
SoC BC Trl,173,Hood Canal,1987,156.8,40
SoC BC Trl,173,Hood Canal,1989,19.16,4
SoC BC Trl,173,Hood Canal,1990,75.75999999999999,24
SoC BC Trl,173,Hood Canal,1991,28.96,20
SoC BC Trl,173,Hood Canal,1992,205.14000000000001,40
SoC BC Trl,173,Hood Canal,1993,90.12,28
SoC BC Trl,173,Hood Canal,1994,2,2
SoC BC Trl,173,Interior Fraser,1986,93.96000000000001,22
SoC BC Trl,173,Interior Fraser,1987,394.62,94
SoC BC Trl,173,Interior Fraser,1988,400.52,136
SoC BC Trl,173,Interior Fraser,1989,123.02,28
SoC BC Trl,173,Interior Fraser,1990,198.72,68
SoC BC Trl,173,Interior Fraser,1991,28.939999999999998,12
SoC BC Trl,173,Interior Fraser,1992,575.26,122
SoC BC Trl,173,Interior Fraser,1993,62.080000000000005,20
SoC BC Trl,173,Interior Fraser,1995,2,2
SoC BC Trl,173,Interior Fraser,2000,2,2
SoC BC Trl,173,Lower Fraser,1986,1985.72,402
SoC BC Trl,173,Lower Fraser,1987,1431.9,344
SoC BC Trl,173,Lower Fraser,1988,694.92,232
SoC BC Trl,173,Lower Fraser,1989,141.7,30
SoC BC Trl,173,Lower Fraser,1990,509.88,156
SoC BC Trl,173,Lower Fraser,1991,48.94,24
SoC BC Trl,173,Lower Fraser,1992,584.88,128
SoC BC Trl,173,Lower Fraser,1993,107.46,28
SoC BC Trl,173,Lower Fraser,1994,4,4
SoC BC Trl,173,Lower Fraser,1995,21.740000000000002,4
SoC BC Trl,173,Queets,1986,127.58,26
SoC BC Trl,173,Queets,1987,21.62,6
SoC BC Trl,173,Queets,1988,48.98,18
SoC BC Trl,173,Queets,1989,27.32,6
SoC BC Trl,173,Queets,1990,132.4,56
SoC BC Trl,173,Queets,1991,10.4,8
SoC BC Trl,173,Queets,1992,20.64,2
SoC BC Trl,173,Queets,1993,10.56,4
SoC BC Trl,173,Quillayute,1986,144.85999999999999,22
SoC BC Trl,173,Quillayute,1987,14.94,4
SoC BC Trl,173,Quillayute,1988,20.12,6
SoC BC Trl,173,Quillayute,1989,46.48,10
SoC BC Trl,173,Quillayute,1990,3.9,2
SoC BC Trl,173,Quillayute,1991,33.64,16
